request_id,request_time,origin_zone,destination_zone
r0000098,21740,cz1,cz1
r0000099,21796,cz1,cz1
r0000100,21853,cz1,cz1
r0000101,21909,cz1,cz2
r0000102,21965,cz1,cz2
r0000103,22021,cz1,cz2
r0000104,22078,cz1,cz2
r0000105,22134,cz1,cz3
r0000106,22190,cz1,cz3
r0000107,22246,cz1,cz3
r0000108,22303,cz1,cz3
r0000109,22359,cz1,cz3
r0000110,22415,cz1,cz4
r0000111,22471,cz1,cz4
r0000112,22528,cz1,cz4
r0000113,22584,cz2,cz1
r0000114,22640,cz2,cz1
r0000115,22696,cz2,cz1
r0000116,22753,cz2,cz1
r0000117,22809,cz2,cz2
r0000118,22865,cz2,cz2
r0000119,22921,cz2,cz2
r0000120,22978,cz2,cz2
r0000121,23034,cz2,cz3
r0000122,23090,cz2,cz3
r0000123,23146,cz2,cz3
r0000124,23203,cz2,cz3
r0000125,23259,cz2,cz4
r0000126,23315,cz2,cz4
r0000127,23371,cz2,cz4
r0000128,23428,cz3,cz1
r0000129,23484,cz3,cz1
r0000130,23540,cz3,cz1
r0000131,23596,cz3,cz1
r0000132,23653,cz3,cz1
r0000133,23709,cz3,cz2
r0000134,23765,cz3,cz2
r0000135,23821,cz3,cz2
r0000136,23878,cz3,cz2
r0000137,23934,cz3,cz3
r0000138,23990,cz3,cz3
r0000139,24046,cz3,cz3
r0000140,24103,cz3,cz3
r0000141,24159,cz3,cz3
r0000142,24215,cz3,cz4
r0000143,24271,cz3,cz4
r0000144,24328,cz3,cz4
r0000145,24384,cz3,cz4
r0000146,24440,cz4,cz1
r0000147,24496,cz4,cz1
r0000148,24553,cz4,cz1
r0000149,24609,cz4,cz1
r0000150,24665,cz4,cz2
r0000151,24721,cz4,cz2
r0000152,24778,cz4,cz2
r0000153,24834,cz4,cz3
r0000154,24890,cz4,cz3
r0000155,24946,cz4,cz3
r0000156,25003,cz4,cz3
r0000157,25059,cz4,cz4
r0000158,25115,cz4,cz4
r0000159,25171,cz4,cz4
r0000160,25209,cz1,cz1
r0000161,25229,cz1,cz1
r0000162,25249,cz1,cz1
r0000163,25269,cz1,cz1
r0000164,25289,cz1,cz1
r0000165,25308,cz1,cz1
r0000166,25328,cz1,cz1
r0000167,25348,cz1,cz1
r0000168,25368,cz1,cz1
r0000169,25387,cz1,cz1
r0000170,25407,cz1,cz1
r0000171,25427,cz1,cz1
r0000172,25447,cz1,cz1
r0000173,25467,cz1,cz1
r0000174,25486,cz1,cz1
r0000175,25506,cz1,cz2
r0000176,25526,cz1,cz2
r0000177,25546,cz1,cz2
r0000178,25565,cz1,cz2
r0000179,25585,cz1,cz2
r0000180,25605,cz1,cz2
r0000181,25625,cz1,cz2
r0000182,25645,cz1,cz2
r0000183,25664,cz1,cz2
r0000184,25684,cz1,cz2
r0000185,25704,cz1,cz2
r0000186,25724,cz1,cz3
r0000187,25743,cz1,cz3
r0000188,25763,cz1,cz3
r0000189,25783,cz1,cz3
r0000190,25803,cz1,cz3
r0000191,25823,cz1,cz3
r0000192,25842,cz1,cz3
r0000193,25862,cz1,cz3
r0000194,25882,cz1,cz3
r0000195,25902,cz1,cz3
r0000196,25921,cz1,cz3
r0000197,25941,cz1,cz3
r0000198,25961,cz1,cz3
r0000199,25981,cz1,cz3
r0000200,26001,cz1,cz3
r0000201,26020,cz1,cz4
r0000202,26040,cz1,cz4
r0000203,26060,cz1,cz4
r0000204,26080,cz1,cz4
r0000205,26100,cz1,cz4
r0000206,26119,cz1,cz4
r0000207,26139,cz1,cz4
r0000208,26159,cz1,cz4
r0000209,26179,cz1,cz4
r0000210,26198,cz1,cz4
r0000211,26218,cz2,cz1
r0000212,26238,cz2,cz1
r0000213,26258,cz2,cz1
r0000214,26278,cz2,cz1
r0000215,26297,cz2,cz1
r0000216,26317,cz2,cz1
r0000217,26337,cz2,cz1
r0000218,26357,cz2,cz1
r0000219,26376,cz2,cz1
r0000220,26396,cz2,cz1
r0000221,26416,cz2,cz1
r0000222,26436,cz2,cz2
r0000223,26456,cz2,cz2
r0000224,26475,cz2,cz2
r0000225,26495,cz2,cz2
r0000226,26515,cz2,cz2
r0000227,26535,cz2,cz2
r0000228,26554,cz2,cz2
r0000229,26574,cz2,cz2
r0000230,26594,cz2,cz2
r0000231,26614,cz2,cz2
r0000232,26634,cz2,cz2
r0000233,26653,cz2,cz3
r0000234,26673,cz2,cz3
r0000235,26693,cz2,cz3
r0000236,26713,cz2,cz3
r0000237,26732,cz2,cz3
r0000238,26752,cz2,cz3
r0000239,26772,cz2,cz3
r0000240,26792,cz2,cz3
r0000241,26812,cz2,cz3
r0000242,26831,cz2,cz3
r0000243,26851,cz2,cz3
r0000244,26871,cz2,cz4
r0000245,26891,cz2,cz4
r0000246,26910,cz2,cz4
r0000247,26930,cz2,cz4
r0000248,26950,cz2,cz4
r0000249,26970,cz2,cz4
r0000250,26990,cz2,cz4
r0000251,27009,cz2,cz4
r0000252,27029,cz3,cz1
r0000253,27049,cz3,cz1
r0000254,27069,cz3,cz1
r0000255,27089,cz3,cz1
r0000256,27108,cz3,cz1
r0000257,27128,cz3,cz1
r0000258,27148,cz3,cz1
r0000259,27168,cz3,cz1
r0000260,27187,cz3,cz1
r0000261,27207,cz3,cz1
r0000262,27227,cz3,cz1
r0000263,27247,cz3,cz1
r0000264,27267,cz3,cz1
r0000265,27286,cz3,cz1
r0000266,27306,cz3,cz1
r0000267,27326,cz3,cz2
r0000268,27346,cz3,cz2
r0000269,27365,cz3,cz2
r0000270,27385,cz3,cz2
r0000271,27405,cz3,cz2
r0000272,27425,cz3,cz2
r0000273,27445,cz3,cz2
r0000274,27464,cz3,cz2
r0000275,27484,cz3,cz2
r0000276,27504,cz3,cz2
r0000277,27524,cz3,cz2
r0000278,27543,cz3,cz3
r0000279,27563,cz3,cz3
r0000280,27583,cz3,cz3
r0000281,27603,cz3,cz3
r0000282,27623,cz3,cz3
r0000283,27642,cz3,cz3
r0000284,27662,cz3,cz3
r0000285,27682,cz3,cz3
r0000286,27702,cz3,cz3
r0000287,27721,cz3,cz3
r0000288,27741,cz3,cz3
r0000289,27761,cz3,cz3
r0000290,27781,cz3,cz3
r0000291,27801,cz3,cz3
r0000292,27820,cz3,cz3
r0000293,27840,cz3,cz3
r0000294,27860,cz3,cz4
r0000295,27880,cz3,cz4
r0000296,27900,cz3,cz4
r0000297,27919,cz3,cz4
r0000298,27939,cz3,cz4
r0000299,27959,cz3,cz4
r0000300,27979,cz3,cz4
r0000301,27998,cz3,cz4
r0000302,28018,cz3,cz4
r0000303,28038,cz3,cz4
r0000304,28058,cz3,cz4
r0000305,28078,cz4,cz1
r0000306,28097,cz4,cz1
r0000307,28117,cz4,cz1
r0000308,28137,cz4,cz1
r0000309,28157,cz4,cz1
r0000310,28176,cz4,cz1
r0000311,28196,cz4,cz1
r0000312,28216,cz4,cz1
r0000313,28236,cz4,cz1
r0000314,28256,cz4,cz1
r0000315,28275,cz4,cz2
r0000316,28295,cz4,cz2
r0000317,28315,cz4,cz2
r0000318,28335,cz4,cz2
r0000319,28354,cz4,cz2
r0000320,28374,cz4,cz2
r0000321,28394,cz4,cz2
r0000322,28414,cz4,cz2
r0000323,28434,cz4,cz3
r0000324,28453,cz4,cz3
r0000325,28473,cz4,cz3
r0000326,28493,cz4,cz3
r0000327,28513,cz4,cz3
r0000328,28532,cz4,cz3
r0000329,28552,cz4,cz3
r0000330,28572,cz4,cz3
r0000331,28592,cz4,cz3
r0000332,28612,cz4,cz3
r0000333,28631,cz4,cz3
r0000334,28651,cz4,cz4
r0000335,28671,cz4,cz4
r0000336,28691,cz4,cz4
r0000337,28710,cz4,cz4
r0000338,28730,cz4,cz4
r0000339,28750,cz4,cz4
r0000340,28770,cz4,cz4
r0000341,28790,cz4,cz4
r0000342,28806,cz1,cz1
r0000343,28818,cz1,cz1
r0000344,28830,cz1,cz1
r0000345,28842,cz1,cz1
r0000346,28855,cz1,cz1
r0000347,28867,cz1,cz1
r0000348,28879,cz1,cz1
r0000349,28891,cz1,cz1
r0000350,28904,cz1,cz1
r0000351,28916,cz1,cz1
r0000352,28928,cz1,cz1
r0000353,28940,cz1,cz1
r0000354,28953,cz1,cz1
r0000355,28965,cz1,cz1
r0000356,28977,cz1,cz1
r0000357,28989,cz1,cz1
r0000358,29002,cz1,cz1
r0000359,29014,cz1,cz1
r0000360,29026,cz1,cz1
r0000361,29038,cz1,cz1
r0000362,29051,cz1,cz1
r0000363,29063,cz1,cz1
r0000364,29075,cz1,cz1
r0000365,29087,cz1,cz1
r0000366,29100,cz1,cz2
r0000367,29112,cz1,cz2
r0000368,29124,cz1,cz2
r0000369,29136,cz1,cz2
r0000370,29148,cz1,cz2
r0000371,29161,cz1,cz2
r0000372,29173,cz1,cz2
r0000373,29185,cz1,cz2
r0000374,29197,cz1,cz2
r0000375,29210,cz1,cz2
r0000376,29222,cz1,cz2
r0000377,29234,cz1,cz2
r0000378,29246,cz1,cz2
r0000379,29259,cz1,cz2
r0000380,29271,cz1,cz2
r0000381,29283,cz1,cz2
r0000382,29295,cz1,cz2
r0000383,29308,cz1,cz2
r0000384,29320,cz1,cz3
r0000385,29332,cz1,cz3
r0000386,29344,cz1,cz3
r0000387,29357,cz1,cz3
r0000388,29369,cz1,cz3
r0000389,29381,cz1,cz3
r0000390,29393,cz1,cz3
r0000391,29406,cz1,cz3
r0000392,29418,cz1,cz3
r0000393,29430,cz1,cz3
r0000394,29442,cz1,cz3
r0000395,29455,cz1,cz3
r0000396,29467,cz1,cz3
r0000397,29479,cz1,cz3
r0000398,29491,cz1,cz3
r0000399,29504,cz1,cz3
r0000400,29516,cz1,cz3
r0000401,29528,cz1,cz3
r0000402,29540,cz1,cz3
r0000403,29553,cz1,cz3
r0000404,29565,cz1,cz3
r0000405,29577,cz1,cz3
r0000406,29589,cz1,cz3
r0000407,29602,cz1,cz3
r0000408,29614,cz1,cz4
r0000409,29626,cz1,cz4
r0000410,29638,cz1,cz4
r0000411,29651,cz1,cz4
r0000412,29663,cz1,cz4
r0000413,29675,cz1,cz4
r0000414,29687,cz1,cz4
r0000415,29700,cz1,cz4
r0000416,29712,cz1,cz4
r0000417,29724,cz1,cz4
r0000418,29736,cz1,cz4
r0000419,29748,cz1,cz4
r0000420,29761,cz1,cz4
r0000421,29773,cz1,cz4
r0000422,29785,cz1,cz4
r0000423,29797,cz1,cz4
r0000424,29810,cz1,cz4
r0000425,29822,cz2,cz1
r0000426,29834,cz2,cz1
r0000427,29846,cz2,cz1
r0000428,29859,cz2,cz1
r0000429,29871,cz2,cz1
r0000430,29883,cz2,cz1
r0000431,29895,cz2,cz1
r0000432,29908,cz2,cz1
r0000433,29920,cz2,cz1
r0000434,29932,cz2,cz1
r0000435,29944,cz2,cz1
r0000436,29957,cz2,cz1
r0000437,29969,cz2,cz1
r0000438,29981,cz2,cz1
r0000439,29993,cz2,cz1
r0000440,30006,cz2,cz1
r0000441,30018,cz2,cz1
r0000442,30030,cz2,cz1
r0000443,30042,cz2,cz2
r0000444,30055,cz2,cz2
r0000445,30067,cz2,cz2
r0000446,30079,cz2,cz2
r0000447,30091,cz2,cz2
r0000448,30104,cz2,cz2
r0000449,30116,cz2,cz2
r0000450,30128,cz2,cz2
r0000451,30140,cz2,cz2
r0000452,30153,cz2,cz2
r0000453,30165,cz2,cz2
r0000454,30177,cz2,cz2
r0000455,30189,cz2,cz2
r0000456,30202,cz2,cz2
r0000457,30214,cz2,cz2
r0000458,30226,cz2,cz2
r0000459,30238,cz2,cz2
r0000460,30251,cz2,cz2
r0000461,30263,cz2,cz3
r0000462,30275,cz2,cz3
r0000463,30287,cz2,cz3
r0000464,30300,cz2,cz3
r0000465,30312,cz2,cz3
r0000466,30324,cz2,cz3
r0000467,30336,cz2,cz3
r0000468,30348,cz2,cz3
r0000469,30361,cz2,cz3
r0000470,30373,cz2,cz3
r0000471,30385,cz2,cz3
r0000472,30397,cz2,cz3
r0000473,30410,cz2,cz3
r0000474,30422,cz2,cz3
r0000475,30434,cz2,cz3
r0000476,30446,cz2,cz3
r0000477,30459,cz2,cz3
r0000478,30471,cz2,cz3
r0000479,30483,cz2,cz4
r0000480,30495,cz2,cz4
r0000481,30508,cz2,cz4
r0000482,30520,cz2,cz4
r0000483,30532,cz2,cz4
r0000484,30544,cz2,cz4
r0000485,30557,cz2,cz4
r0000486,30569,cz2,cz4
r0000487,30581,cz2,cz4
r0000488,30593,cz2,cz4
r0000489,30606,cz2,cz4
r0000490,30618,cz2,cz4
r0000491,30630,cz2,cz4
r0000492,30642,cz3,cz1
r0000493,30655,cz3,cz1
r0000494,30667,cz3,cz1
r0000495,30679,cz3,cz1
r0000496,30691,cz3,cz1
r0000497,30704,cz3,cz1
r0000498,30716,cz3,cz1
r0000499,30728,cz3,cz1
r0000500,30740,cz3,cz1
r0000501,30753,cz3,cz1
r0000502,30765,cz3,cz1
r0000503,30777,cz3,cz1
r0000504,30789,cz3,cz1
r0000505,30802,cz3,cz1
r0000506,30814,cz3,cz1
r0000507,30826,cz3,cz1
r0000508,30838,cz3,cz1
r0000509,30851,cz3,cz1
r0000510,30863,cz3,cz1
r0000511,30875,cz3,cz1
r0000512,30887,cz3,cz1
r0000513,30900,cz3,cz1
r0000514,30912,cz3,cz1
r0000515,30924,cz3,cz1
r0000516,30936,cz3,cz2
r0000517,30948,cz3,cz2
r0000518,30961,cz3,cz2
r0000519,30973,cz3,cz2
r0000520,30985,cz3,cz2
r0000521,30997,cz3,cz2
r0000522,31010,cz3,cz2
r0000523,31022,cz3,cz2
r0000524,31034,cz3,cz2
r0000525,31046,cz3,cz2
r0000526,31059,cz3,cz2
r0000527,31071,cz3,cz2
r0000528,31083,cz3,cz2
r0000529,31095,cz3,cz2
r0000530,31108,cz3,cz2
r0000531,31120,cz3,cz2
r0000532,31132,cz3,cz2
r0000533,31144,cz3,cz3
r0000534,31157,cz3,cz3
r0000535,31169,cz3,cz3
r0000536,31181,cz3,cz3
r0000537,31193,cz3,cz3
r0000538,31206,cz3,cz3
r0000539,31218,cz3,cz3
r0000540,31230,cz3,cz3
r0000541,31242,cz3,cz3
r0000542,31255,cz3,cz3
r0000543,31267,cz3,cz3
r0000544,31279,cz3,cz3
r0000545,31291,cz3,cz3
r0000546,31304,cz3,cz3
r0000547,31316,cz3,cz3
r0000548,31328,cz3,cz3
r0000549,31340,cz3,cz3
r0000550,31353,cz3,cz3
r0000551,31365,cz3,cz3
r0000552,31377,cz3,cz3
r0000553,31389,cz3,cz3
r0000554,31402,cz3,cz3
r0000555,31414,cz3,cz3
r0000556,31426,cz3,cz3
r0000557,31438,cz3,cz3
r0000558,31451,cz3,cz3
r0000559,31463,cz3,cz4
r0000560,31475,cz3,cz4
r0000561,31487,cz3,cz4
r0000562,31500,cz3,cz4
r0000563,31512,cz3,cz4
r0000564,31524,cz3,cz4
r0000565,31536,cz3,cz4
r0000566,31548,cz3,cz4
r0000567,31561,cz3,cz4
r0000568,31573,cz3,cz4
r0000569,31585,cz3,cz4
r0000570,31597,cz3,cz4
r0000571,31610,cz3,cz4
r0000572,31622,cz3,cz4
r0000573,31634,cz3,cz4
r0000574,31646,cz3,cz4
r0000575,31659,cz3,cz4
r0000576,31671,cz4,cz1
r0000577,31683,cz4,cz1
r0000578,31695,cz4,cz1
r0000579,31708,cz4,cz1
r0000580,31720,cz4,cz1
r0000581,31732,cz4,cz1
r0000582,31744,cz4,cz1
r0000583,31757,cz4,cz1
r0000584,31769,cz4,cz1
r0000585,31781,cz4,cz1
r0000586,31793,cz4,cz1
r0000587,31806,cz4,cz1
r0000588,31818,cz4,cz1
r0000589,31830,cz4,cz1
r0000590,31842,cz4,cz1
r0000591,31855,cz4,cz1
r0000592,31867,cz4,cz1
r0000593,31879,cz4,cz2
r0000594,31891,cz4,cz2
r0000595,31904,cz4,cz2
r0000596,31916,cz4,cz2
r0000597,31928,cz4,cz2
r0000598,31940,cz4,cz2
r0000599,31953,cz4,cz2
r0000600,31965,cz4,cz2
r0000601,31977,cz4,cz2
r0000602,31989,cz4,cz2
r0000603,32002,cz4,cz2
r0000604,32014,cz4,cz2
r0000605,32026,cz4,cz2
r0000606,32038,cz4,cz3
r0000607,32051,cz4,cz3
r0000608,32063,cz4,cz3
r0000609,32075,cz4,cz3
r0000610,32087,cz4,cz3
r0000611,32100,cz4,cz3
r0000612,32112,cz4,cz3
r0000613,32124,cz4,cz3
r0000614,32136,cz4,cz3
r0000615,32148,cz4,cz3
r0000616,32161,cz4,cz3
r0000617,32173,cz4,cz3
r0000618,32185,cz4,cz3
r0000619,32197,cz4,cz3
r0000620,32210,cz4,cz3
r0000621,32222,cz4,cz3
r0000622,32234,cz4,cz3
r0000623,32246,cz4,cz3
r0000624,32259,cz4,cz4
r0000625,32271,cz4,cz4
r0000626,32283,cz4,cz4
r0000627,32295,cz4,cz4
r0000628,32308,cz4,cz4
r0000629,32320,cz4,cz4
r0000630,32332,cz4,cz4
r0000631,32344,cz4,cz4
r0000632,32357,cz4,cz4
r0000633,32369,cz4,cz4
r0000634,32381,cz4,cz4
r0000635,32393,cz4,cz4
r0000636,32406,cz1,cz1
r0000637,32418,cz1,cz1
r0000638,32430,cz1,cz1
r0000639,32443,cz1,cz1
r0000640,32455,cz1,cz1
r0000641,32468,cz1,cz1
r0000642,32480,cz1,cz1
r0000643,32492,cz1,cz1
r0000644,32505,cz1,cz1
r0000645,32517,cz1,cz1
r0000646,32529,cz1,cz1
r0000647,32542,cz1,cz1
r0000648,32554,cz1,cz1
r0000649,32567,cz1,cz1
r0000650,32579,cz1,cz1
r0000651,32591,cz1,cz1
r0000652,32604,cz1,cz1
r0000653,32616,cz1,cz1
r0000654,32628,cz1,cz1
r0000655,32641,cz1,cz1
r0000656,32653,cz1,cz1
r0000657,32665,cz1,cz1
r0000658,32678,cz1,cz1
r0000659,32690,cz1,cz2
r0000660,32703,cz1,cz2
r0000661,32715,cz1,cz2
r0000662,32727,cz1,cz2
r0000663,32740,cz1,cz2
r0000664,32752,cz1,cz2
r0000665,32764,cz1,cz2
r0000666,32777,cz1,cz2
r0000667,32789,cz1,cz2
r0000668,32802,cz1,cz2
r0000669,32814,cz1,cz2
r0000670,32826,cz1,cz2
r0000671,32839,cz1,cz2
r0000672,32851,cz1,cz2
r0000673,32863,cz1,cz2
r0000674,32876,cz1,cz2
r0000675,32888,cz1,cz2
r0000676,32901,cz1,cz2
r0000677,32913,cz1,cz3
r0000678,32925,cz1,cz3
r0000679,32938,cz1,cz3
r0000680,32950,cz1,cz3
r0000681,32962,cz1,cz3
r0000682,32975,cz1,cz3
r0000683,32987,cz1,cz3
r0000684,33000,cz1,cz3
r0000685,33012,cz1,cz3
r0000686,33024,cz1,cz3
r0000687,33037,cz1,cz3
r0000688,33049,cz1,cz3
r0000689,33061,cz1,cz3
r0000690,33074,cz1,cz3
r0000691,33086,cz1,cz3
r0000692,33098,cz1,cz3
r0000693,33111,cz1,cz3
r0000694,33123,cz1,cz3
r0000695,33136,cz1,cz3
r0000696,33148,cz1,cz3
r0000697,33160,cz1,cz3
r0000698,33173,cz1,cz3
r0000699,33185,cz1,cz3
r0000700,33197,cz1,cz3
r0000701,33210,cz1,cz4
r0000702,33222,cz1,cz4
r0000703,33235,cz1,cz4
r0000704,33247,cz1,cz4
r0000705,33259,cz1,cz4
r0000706,33272,cz1,cz4
r0000707,33284,cz1,cz4
r0000708,33296,cz1,cz4
r0000709,33309,cz1,cz4
r0000710,33321,cz1,cz4
r0000711,33334,cz1,cz4
r0000712,33346,cz1,cz4
r0000713,33358,cz1,cz4
r0000714,33371,cz1,cz4
r0000715,33383,cz1,cz4
r0000716,33395,cz1,cz4
r0000717,33408,cz1,cz4
r0000718,33420,cz2,cz1
r0000719,33432,cz2,cz1
r0000720,33445,cz2,cz1
r0000721,33457,cz2,cz1
r0000722,33470,cz2,cz1
r0000723,33482,cz2,cz1
r0000724,33494,cz2,cz1
r0000725,33507,cz2,cz1
r0000726,33519,cz2,cz1
r0000727,33531,cz2,cz1
r0000728,33544,cz2,cz1
r0000729,33556,cz2,cz1
r0000730,33569,cz2,cz1
r0000731,33581,cz2,cz1
r0000732,33593,cz2,cz1
r0000733,33606,cz2,cz1
r0000734,33618,cz2,cz1
r0000735,33630,cz2,cz1
r0000736,33643,cz2,cz2
r0000737,33655,cz2,cz2
r0000738,33668,cz2,cz2
r0000739,33680,cz2,cz2
r0000740,33692,cz2,cz2
r0000741,33705,cz2,cz2
r0000742,33717,cz2,cz2
r0000743,33729,cz2,cz2
r0000744,33742,cz2,cz2
r0000745,33754,cz2,cz2
r0000746,33767,cz2,cz2
r0000747,33779,cz2,cz2
r0000748,33791,cz2,cz2
r0000749,33804,cz2,cz2
r0000750,33816,cz2,cz2
r0000751,33828,cz2,cz2
r0000752,33841,cz2,cz2
r0000753,33853,cz2,cz2
r0000754,33865,cz2,cz3
r0000755,33878,cz2,cz3
r0000756,33890,cz2,cz3
r0000757,33903,cz2,cz3
r0000758,33915,cz2,cz3
r0000759,33927,cz2,cz3
r0000760,33940,cz2,cz3
r0000761,33952,cz2,cz3
r0000762,33964,cz2,cz3
r0000763,33977,cz2,cz3
r0000764,33989,cz2,cz3
r0000765,34002,cz2,cz3
r0000766,34014,cz2,cz3
r0000767,34026,cz2,cz3
r0000768,34039,cz2,cz3
r0000769,34051,cz2,cz3
r0000770,34063,cz2,cz3
r0000771,34076,cz2,cz4
r0000772,34088,cz2,cz4
r0000773,34101,cz2,cz4
r0000774,34113,cz2,cz4
r0000775,34125,cz2,cz4
r0000776,34138,cz2,cz4
r0000777,34150,cz2,cz4
r0000778,34162,cz2,cz4
r0000779,34175,cz2,cz4
r0000780,34187,cz2,cz4
r0000781,34200,cz2,cz4
r0000782,34212,cz2,cz4
r0000783,34224,cz2,cz4
r0000784,34237,cz3,cz1
r0000785,34249,cz3,cz1
r0000786,34261,cz3,cz1
r0000787,34274,cz3,cz1
r0000788,34286,cz3,cz1
r0000789,34298,cz3,cz1
r0000790,34311,cz3,cz1
r0000791,34323,cz3,cz1
r0000792,34336,cz3,cz1
r0000793,34348,cz3,cz1
r0000794,34360,cz3,cz1
r0000795,34373,cz3,cz1
r0000796,34385,cz3,cz1
r0000797,34397,cz3,cz1
r0000798,34410,cz3,cz1
r0000799,34422,cz3,cz1
r0000800,34435,cz3,cz1
r0000801,34447,cz3,cz1
r0000802,34459,cz3,cz1
r0000803,34472,cz3,cz1
r0000804,34484,cz3,cz1
r0000805,34496,cz3,cz1
r0000806,34509,cz3,cz1
r0000807,34521,cz3,cz1
r0000808,34534,cz3,cz2
r0000809,34546,cz3,cz2
r0000810,34558,cz3,cz2
r0000811,34571,cz3,cz2
r0000812,34583,cz3,cz2
r0000813,34595,cz3,cz2
r0000814,34608,cz3,cz2
r0000815,34620,cz3,cz2
r0000816,34632,cz3,cz2
r0000817,34645,cz3,cz2
r0000818,34657,cz3,cz2
r0000819,34670,cz3,cz2
r0000820,34682,cz3,cz2
r0000821,34694,cz3,cz2
r0000822,34707,cz3,cz2
r0000823,34719,cz3,cz2
r0000824,34731,cz3,cz2
r0000825,34744,cz3,cz3
r0000826,34756,cz3,cz3
r0000827,34769,cz3,cz3
r0000828,34781,cz3,cz3
r0000829,34793,cz3,cz3
r0000830,34806,cz3,cz3
r0000831,34818,cz3,cz3
r0000832,34830,cz3,cz3
r0000833,34843,cz3,cz3
r0000834,34855,cz3,cz3
r0000835,34868,cz3,cz3
r0000836,34880,cz3,cz3
r0000837,34892,cz3,cz3
r0000838,34905,cz3,cz3
r0000839,34917,cz3,cz3
r0000840,34929,cz3,cz3
r0000841,34942,cz3,cz3
r0000842,34954,cz3,cz3
r0000843,34967,cz3,cz3
r0000844,34979,cz3,cz3
r0000845,34991,cz3,cz3
r0000846,35004,cz3,cz3
r0000847,35016,cz3,cz3
r0000848,35028,cz3,cz3
r0000849,35041,cz3,cz3
r0000850,35053,cz3,cz4
r0000851,35065,cz3,cz4
r0000852,35078,cz3,cz4
r0000853,35090,cz3,cz4
r0000854,35103,cz3,cz4
r0000855,35115,cz3,cz4
r0000856,35127,cz3,cz4
r0000857,35140,cz3,cz4
r0000858,35152,cz3,cz4
r0000859,35164,cz3,cz4
r0000860,35177,cz3,cz4
r0000861,35189,cz3,cz4
r0000862,35202,cz3,cz4
r0000863,35214,cz3,cz4
r0000864,35226,cz3,cz4
r0000865,35239,cz3,cz4
r0000866,35251,cz3,cz4
r0000867,35263,cz4,cz1
r0000868,35276,cz4,cz1
r0000869,35288,cz4,cz1
r0000870,35301,cz4,cz1
r0000871,35313,cz4,cz1
r0000872,35325,cz4,cz1
r0000873,35338,cz4,cz1
